NAME,median_household_income,total_poverty_determined,total_below_poverty,total_education_25plus,bachelors_degree,total_employment_16plus,in_labor_force,unemployed,median_home_value,median_gross_rent,total_occupied_housing,owner_occupied,renter_occupied,total_population,median_age,total_race,white_alone,black_alone,asian_alone,hispanic_or_latino,total_internet_hh,with_internet,state,county,tract,county_name,poverty_rate,unemployment_rate,homeownership_rate,internet_access_rate
Census Tract 1; Fulton County; Georgia,154808,5159,438,4097,1882,4364,2842,60,831500,1707,2458,1545,913,5160,44.8,5160,4439,140,298,90,2458,2443,13,121,000100,Fulton,8.49,2.11,62.86,99.39
Census Tract 805.14; Douglas County; Georgia,123333,4296,182,2876,829,3535,2504,101,332900,2108,1262,1147,115,4378,38.2,4378,1993,1769,203,254,1262,1161,13,097,080514,Douglas,4.24,4.03,90.89,92.0
Census Tract 805.15; Douglas County; Georgia,107619,5511,1130,3416,566,4382,3066,327,253100,1805,1638,1218,420,5511,32.5,5511,941,3915,0,817,1638,1560,13,097,080515,Douglas,20.5,10.67,74.36,95.24
Census Tract 806.02; Douglas County; Georgia,84523,6760,620,4212,868,5044,3302,91,268000,1383,2206,1570,636,6764,39.1,6764,2220,3111,189,1130,2206,1910,13,097,080602,Douglas,9.17,2.76,71.17,86.58
Census Tract 806.05; Douglas County; Georgia,70677,3954,264,2508,336,3183,2166,141,170500,1319,1292,849,443,3954,35.0,3954,1670,2036,9,173,1292,1196,13,097,080605,Douglas,6.68,6.51,65.71,92.57
Census Tract 806.06; Douglas County; Georgia,109274,4840,477,2706,451,3724,2516,169,258300,1647,1543,1122,421,4857,33.9,4857,853,3783,4,469,1543,1397,13,097,080606,Douglas,9.86,6.72,72.72,90.54
Census Tract 806.07; Douglas County; Georgia,137552,3889,87,2975,712,3212,2045,56,273400,1818,1330,1153,177,3889,49.3,3889,1338,2237,51,192,1330,1291,13,097,080607,Douglas,2.24,2.74,86.69,97.07
Census Tract 806.08; Douglas County; Georgia,68919,2639,49,1839,305,2153,1547,65,252600,1213,1134,741,393,2639,42.6,2639,1157,987,224,177,1134,1073,13,097,080608,Douglas,1.86,4.2,65.34,94.62
Census Tract 1401.02; Fayette County; Georgia,75682,6307,489,4410,677,5223,2893,81,265800,1929,2284,2059,225,6372,44.8,6372,2598,3148,201,413,2284,1884,13,113,140102,Fayette,7.75,2.8,90.15,82.49
Census Tract 1401.03; Fayette County; Georgia,63438,1607,404,1176,67,1270,637,13,329000,-666666666,683,548,135,1607,53.4,1607,1271,184,22,497,683,657,13,113,140103,Fayette,25.14,2.04,80.23,96.19
Census Tract 1401.04; Fayette County; Georgia,100446,5891,163,4268,1039,4944,3080,92,375200,2064,2053,1834,219,5891,41.6,5891,883,4597,235,216,2053,1937,13,113,140104,Fayette,2.77,2.99,89.33,94.35
Census Tract 1402.03; Fayette County; Georgia,106931,6490,107,4571,1569,5261,3254,55,354300,1188,2348,2156,192,6490,47.2,6490,3630,2151,227,133,2348,2205,13,113,140203,Fayette,1.65,1.69,91.82,93.91
Census Tract 1402.04; Fayette County; Georgia,86027,6201,287,3872,849,4722,3026,76,357600,1580,2109,1526,583,6201,38.5,6201,3355,2132,1,1056,2109,2032,13,113,140204,Fayette,4.63,2.51,72.36,96.35
Census Tract 1402.06; Fayette County; Georgia,154750,4251,72,3046,1138,3385,2115,60,649800,1610,1530,1275,255,4293,45.6,4293,2989,278,308,383,1530,1453,13,113,140206,Fayette,1.69,2.84,83.33,94.97
Census Tract 1402.07; Fayette County; Georgia,127260,6357,453,4475,1676,5136,3213,162,494400,1417,2689,1742,947,6357,48.5,6357,5188,565,311,268,2689,2569,13,113,140207,Fayette,7.13,5.04,64.78,95.54
Census Tract 1402.09; Fayette County; Georgia,81458,2083,153,1700,518,1952,1189,58,304800,1731,931,792,139,2222,44.6,2222,1475,117,515,159,931,902,13,113,140209,Fayette,7.35,4.88,85.07,96.89
Census Tract 1402.10; Fayette County; Georgia,110902,6372,207,4258,1817,5119,2816,66,481800,2182,2440,1714,726,6485,40.6,6485,3960,777,986,570,2440,2431,13,113,140210,Fayette,3.25,2.34,70.25,99.63
Census Tract 1403.03; Fayette County; Georgia,135099,5095,353,3388,1526,4298,2635,35,405100,1697,1803,1525,278,5095,43.1,5095,3781,601,58,642,1803,1641,13,113,140303,Fayette,6.93,1.33,84.58,91.01
Census Tract 1403.04; Fayette County; Georgia,104842,5856,597,3866,779,4594,2573,6,376000,2076,2109,1790,319,5914,42.8,5914,4506,400,119,1001,2109,2035,13,113,140304,Fayette,10.19,0.23,84.87,96.49
Census Tract 1403.05; Fayette County; Georgia,132399,6226,56,3826,957,4710,2938,124,397300,2559,1836,1627,209,6226,38.8,6226,3335,1375,295,381,1836,1836,13,113,140305,Fayette,0.9,4.22,88.62,100.0
Census Tract 1403.07; Fayette County; Georgia,210341,5365,197,3484,1556,4197,2579,168,572600,2784,1685,1609,76,5365,44.8,5365,4729,212,184,192,1685,1630,13,113,140307,Fayette,3.67,6.51,95.49,96.74
Census Tract 1403.08; Fayette County; Georgia,146897,2036,50,1585,583,1702,1024,50,434000,2121,810,596,214,2109,48.2,2109,1830,78,122,122,810,764,13,113,140308,Fayette,2.46,4.88,73.58,94.32
Census Tract 1403.09; Fayette County; Georgia,78400,6260,456,4044,1571,4590,2471,158,339600,2013,2445,1484,961,6260,41.0,6260,4526,796,732,411,2445,2111,13,113,140309,Fayette,7.28,6.39,60.7,86.34
Census Tract 1404.03; Fayette County; Georgia,112341,5197,11,3923,1060,4497,2919,133,333200,-666666666,1926,1911,15,5197,50.4,5197,1240,3342,49,458,1926,1899,13,113,140403,Fayette,0.21,4.56,99.22,98.6
Census Tract 1404.04; Fayette County; Georgia,91558,6512,306,4882,1456,5600,3196,167,300600,1467,2698,1884,814,6748,43.4,6748,4144,1723,405,403,2698,2344,13,113,140404,Fayette,4.7,5.23,69.83,86.88
Census Tract 1404.05; Fayette County; Georgia,129185,4233,172,2945,986,3495,2198,169,371800,1825,1376,1265,111,4233,45.1,4233,2972,889,89,221,1376,1345,13,113,140405,Fayette,4.06,7.69,91.93,97.75
Census Tract 1404.06; Fayette County; Georgia,64226,3766,324,2533,492,3103,1944,41,261700,1558,1493,1136,357,3766,33.9,3766,1454,1703,60,530,1493,1351,13,113,140406,Fayette,8.6,2.11,76.09,90.49
Census Tract 1404.08; Fayette County; Georgia,120638,3867,45,2825,445,3215,1743,36,266700,2257,1223,1165,58,3891,47.3,3891,2608,971,119,128,1223,1202,13,113,140408,Fayette,1.16,2.07,95.26,98.28
Census Tract 1404.09; Fayette County; Georgia,88571,3685,500,2602,669,3184,1576,109,325600,-666666666,1208,1140,68,3960,41.8,3960,2105,1248,203,347,1208,1208,13,113,140409,Fayette,13.57,6.92,94.37,100.0
Census Tract 1404.10; Fayette County; Georgia,65068,3951,372,2888,388,3341,1940,215,238400,1203,1791,965,826,3951,44.4,3951,1796,1564,290,347,1791,1587,13,113,140410,Fayette,9.42,11.08,53.88,88.61
Census Tract 1405.01; Fayette County; Georgia,131250,6697,295,4234,1368,5213,3375,123,474400,1838,2161,2063,98,6706,40.5,6706,5493,790,34,287,2161,2021,13,113,140501,Fayette,4.4,3.64,95.47,93.52
Census Tract 1405.02; Fayette County; Georgia,125885,3915,157,2728,665,3163,2046,35,424000,1167,1257,1219,38,3920,44.1,3920,3239,93,6,54,1257,1211,13,113,140502,Fayette,4.01,1.71,96.98,96.34
Census Tract 701.09; Henry County; Georgia,70100,3081,204,2023,395,2463,1341,32,203700,1578,1138,855,283,3081,47.7,3081,1721,1081,24,445,1138,917,13,151,070109,Henry,6.62,2.39,75.13,80.58
Census Tract 701.13; Henry County; Georgia,54080,5120,943,3473,408,4131,3189,415,148900,1315,1855,1302,553,5200,38.0,5200,2275,1341,211,1847,1855,1501,13,151,070113,Henry,18.42,13.01,70.19,80.92
Census Tract 701.14; Henry County; Georgia,53882,5565,647,3355,790,4320,3029,119,278600,1306,2404,587,1817,5589,29.5,5589,1913,3423,164,272,2404,2223,13,151,070114,Henry,11.63,3.93,24.42,92.47
Census Tract 701.15; Henry County; Georgia,76821,4324,720,2647,441,3196,2047,94,245900,1500,1344,792,552,4324,30.5,4324,226,3304,786,117,1344,1231,13,151,070115,Henry,16.65,4.59,58.93,91.59
Census Tract 701.16; Henry County; Georgia,92188,3446,176,2586,389,2842,1907,7,215700,1586,1136,894,242,3446,42.4,3446,1520,1336,464,92,1136,998,13,151,070116,Henry,5.11,0.37,78.7,87.85
Census Tract 701.17; Henry County; Georgia,59583,3855,280,2786,246,3149,2119,87,163700,1763,1514,1322,192,3855,44.1,3855,2159,1384,0,230,1514,1265,13,151,070117,Henry,7.26,4.11,87.32,83.55
Census Tract 701.18; Henry County; Georgia,93500,2459,220,1858,430,2084,1260,101,263200,-666666666,924,825,99,2494,43.9,2494,1312,1038,20,56,924,808,13,151,070118,Henry,8.95,8.02,89.29,87.45
Census Tract 701.19; Henry County; Georgia,58693,6798,275,4891,577,5516,4131,234,166700,1312,2790,1109,1681,6809,37.8,6809,699,5735,55,149,2790,2284,13,151,070119,Henry,4.05,5.66,39.75,81.86
Census Tract 701.20; Henry County; Georgia,74813,2607,195,1788,330,2154,1350,101,196400,1572,993,748,245,2607,41.7,2607,416,2048,20,123,993,825,13,151,070120,Henry,7.48,7.48,75.33,83.08
Census Tract 701.21; Henry County; Georgia,79699,4541,333,3518,430,3968,2728,122,199400,1348,1747,1564,183,4541,50.4,4541,1253,3149,104,0,1747,1691,13,151,070121,Henry,7.33,4.47,89.52,96.79
Census Tract 701.22; Henry County; Georgia,72298,2467,252,1945,190,2155,1521,87,148600,1104,953,737,216,2493,52.1,2493,685,1686,0,0,953,813,13,151,070122,Henry,10.21,5.72,77.33,85.31
Census Tract 701.23; Henry County; Georgia,56758,2766,153,2342,381,2461,1252,132,174000,1334,1580,293,1287,2766,49.8,2766,469,2266,0,62,1580,1296,13,151,070123,Henry,5.53,10.54,18.54,82.03
Census Tract 701.24; Henry County; Georgia,93873,4074,308,2681,635,3299,2009,98,284500,-666666666,1374,1285,89,4074,43.0,4074,1363,1755,748,775,1374,1306,13,151,070124,Henry,7.56,4.88,93.52,95.05
Census Tract 701.25; Henry County; Georgia,74535,2235,158,1492,227,1861,1205,41,183500,1445,852,793,59,2242,42.1,2242,1129,754,72,298,852,713,13,151,070125,Henry,7.07,3.4,93.08,83.69
Census Tract 701.26; Henry County; Georgia,65000,2917,270,1754,160,2199,1455,63,181900,1294,1012,681,331,2917,30.8,2917,706,1532,0,733,1012,917,13,151,070126,Henry,9.26,4.33,67.29,90.61
Census Tract 701.27; Henry County; Georgia,65045,3166,261,2380,326,2647,1843,59,186100,1249,1350,1061,289,3166,45.1,3166,500,2556,0,185,1350,892,13,151,070127,Henry,8.24,3.2,78.59,66.07
Census Tract 701.28; Henry County; Georgia,68750,2493,237,1755,207,1911,1341,129,184100,1604,1033,465,568,2557,38.2,2557,668,1879,10,53,1033,719,13,151,070128,Henry,9.51,9.62,45.01,69.6
Census Tract 702.04; Henry County; Georgia,104389,6494,392,4064,842,4912,3427,332,277200,-666666666,2077,1916,161,6507,35.2,6507,2617,2973,494,326,2077,1828,13,151,070204,Henry,6.04,9.69,92.25,88.01
Census Tract 702.06; Henry County; Georgia,75049,4785,285,3370,593,4058,3038,78,283100,2262,1935,1799,136,4785,45.5,4785,2310,1524,50,149,1935,1911,13,151,070206,Henry,5.96,2.57,92.97,98.76
Census Tract 702.07; Henry County; Georgia,173968,2717,24,1685,402,2191,1721,80,341400,-666666666,930,930,0,2790,43.4,2790,1941,616,10,137,930,930,13,151,070207,Henry,0.88,4.65,100.0,100.0
Census Tract 702.08; Henry County; Georgia,122670,4232,91,2665,593,3199,2061,99,338500,2523,1326,1132,194,4232,38.6,4232,2801,729,306,288,1326,1225,13,151,070208,Henry,2.15,4.8,85.37,92.38
Census Tract 702.09; Henry County; Georgia,102031,4190,90,2554,538,3219,1869,30,297200,1866,1240,1104,136,4190,33.5,4190,3521,454,36,96,1240,1137,13,151,070209,Henry,2.15,1.61,89.03,91.69
Census Tract 702.10; Henry County; Georgia,133513,2434,89,1660,480,1920,1253,10,375800,-666666666,731,705,26,2457,39.7,2457,772,1274,89,116,731,701,13,151,070210,Henry,3.66,0.8,96.44,95.9
Census Tract 702.11; Henry County; Georgia,84509,4685,224,2694,602,3480,2692,131,241100,1533,1615,1060,555,4685,33.3,4685,1436,1846,314,533,1615,1584,13,151,070211,Henry,4.78,4.87,65.63,98.08
Census Tract 702.12; Henry County; Georgia,62039,2848,120,1956,218,2301,1278,24,156500,1148,1167,591,576,2848,41.5,2848,1967,675,0,679,1167,816,13,151,070212,Henry,4.21,1.88,50.64,69.92
Census Tract 702.13; Henry County; Georgia,107576,2893,0,2128,528,2387,1494,210,347900,-666666666,1014,1014,0,2893,42.4,2893,1363,862,17,537,1014,1007,13,151,070213,Henry,0.0,14.06,100.0,99.31
Census Tract 702.14; Henry County; Georgia,123667,5249,54,3096,752,3631,2406,133,325400,-666666666,1486,1406,80,5249,32.8,5249,2935,1949,0,465,1486,1460,13,151,070214,Henry,1.03,5.53,94.62,98.25
Census Tract 702.15; Henry County; Georgia,139699,1662,0,944,224,1134,921,10,323000,-666666666,421,384,37,1662,28.6,1662,1181,449,23,52,421,421,13,151,070215,Henry,0.0,1.09,91.21,100.0
Census Tract 702.16; Henry County; Georgia,140714,6376,45,3862,681,4540,3151,23,372600,2283,1678,1386,292,6376,35.0,6376,1591,3071,146,829,1678,1591,13,151,070216,Henry,0.71,0.73,82.6,94.82
Census Tract 703.07; Henry County; Georgia,96625,4964,118,3249,833,3820,2579,68,238800,1205,1610,1307,303,4990,35.0,4990,1811,2783,129,242,1610,1491,13,151,070307,Henry,2.38,2.64,81.18,92.61
Census Tract 703.10; Henry County; Georgia,91005,5859,206,3788,752,4347,2971,159,212300,1421,1923,1549,374,5859,34.2,5859,3076,2340,34,410,1923,1820,13,151,070310,Henry,3.52,5.35,80.55,94.64
Census Tract 703.12; Henry County; Georgia,66534,4244,390,2492,322,3259,2222,262,191200,1674,1535,923,612,4244,33.3,4244,1366,2747,53,118,1535,1488,13,151,070312,Henry,9.19,11.79,60.13,96.94
Census Tract 703.13; Henry County; Georgia,115527,8595,572,5728,1365,6955,4328,114,369900,1912,2512,2191,321,8614,36.9,8614,2003,4689,887,376,2512,2309,13,151,070313,Henry,6.66,2.63,87.22,91.92
Census Tract 703.14; Henry County; Georgia,84731,3511,52,2524,442,2918,1844,27,256400,1529,1278,1101,177,3523,48.2,3523,1572,1204,247,319,1278,1246,13,151,070314,Henry,1.48,1.46,86.15,97.5
Census Tract 703.15; Henry County; Georgia,132677,4780,178,3476,586,4059,2501,24,390100,1724,1610,1385,225,4780,42.8,4780,1503,2553,552,45,1610,1558,13,151,070315,Henry,3.72,0.96,86.02,96.77
Census Tract 703.16; Henry County; Georgia,112045,2459,193,1844,368,1861,1375,19,264000,2068,790,727,63,2459,37.1,2459,779,1656,0,117,790,742,13,151,070316,Henry,7.85,1.38,92.03,93.92
Census Tract 703.17; Henry County; Georgia,70526,6335,340,3394,550,5705,4036,288,232900,1540,2178,905,1273,6335,28.6,6335,786,5111,14,326,2178,2085,13,151,070317,Henry,5.37,7.14,41.55,95.73
Census Tract 703.18; Henry County; Georgia,90302,2639,231,1414,409,2109,1362,126,226900,1421,794,530,264,2651,28.6,2651,765,1460,8,351,794,794,13,151,070318,Henry,8.75,9.25,66.75,100.0
Census Tract 703.19; Henry County; Georgia,83397,4961,593,3386,1179,3800,3053,77,272500,1535,1619,1081,538,4961,32.5,4961,687,3342,373,445,1619,1619,13,151,070319,Henry,11.95,2.52,66.77,100.0
Census Tract 703.20; Henry County; Georgia,78618,2700,397,1976,480,2392,1466,264,200900,1760,1292,655,637,2700,44.7,2700,1259,1250,159,323,1292,1239,13,151,070320,Henry,14.7,18.01,50.7,95.9
Census Tract 703.21; Henry County; Georgia,89643,2654,574,1879,415,1996,1184,81,281800,1363,840,745,95,2685,40.0,2685,1174,1255,105,205,840,840,13,151,070321,Henry,21.63,6.84,88.69,100.0
Census Tract 703.22; Henry County; Georgia,78556,4837,542,3245,717,3983,2715,289,194600,1307,1813,1023,790,4922,33.1,4922,1067,2468,253,700,1813,1717,13,151,070322,Henry,11.21,10.64,56.43,94.7
Census Tract 703.23; Henry County; Georgia,35875,3400,1272,1579,226,1995,1431,98,241200,1309,1072,135,937,3446,22.5,3446,353,2577,0,0,1072,1051,13,151,070323,Henry,37.41,6.85,12.59,98.04
Census Tract 703.24; Henry County; Georgia,34215,3496,1519,2663,320,2999,1585,181,124300,1205,1394,531,863,4312,28.8,4312,691,3570,0,49,1394,1218,13,151,070324,Henry,43.45,11.42,38.09,87.37
Census Tract 703.25; Henry County; Georgia,73553,2456,183,1533,214,1990,1429,50,289800,1334,876,404,472,2456,31.9,2456,184,2184,0,0,876,724,13,151,070325,Henry,7.45,3.5,46.12,82.65
Census Tract 704.05; Henry County; Georgia,75536,3198,138,2224,234,2805,1650,19,189100,1427,1094,932,162,3198,48.5,3198,2655,323,0,383,1094,876,13,151,070405,Henry,4.32,1.15,85.19,80.07
Census Tract 704.06; Henry County; Georgia,61473,5717,1406,3781,439,4375,3067,272,201000,1148,1611,1468,143,5717,33.1,5717,4743,849,0,196,1611,1100,13,151,070406,Henry,24.59,8.87,91.12,68.28
Census Tract 704.07; Henry County; Georgia,97856,4120,200,2527,514,3097,2075,55,291300,2208,1367,1279,88,4137,41.2,4137,2851,1130,22,102,1367,1339,13,151,070407,Henry,4.85,2.65,93.56,97.95
Census Tract 704.08; Henry County; Georgia,62901,3684,598,2574,315,3029,1755,178,210600,1478,1429,1369,60,3687,42.8,3687,2451,398,497,401,1429,1155,13,151,070408,Henry,16.23,10.14,95.8,80.83
Census Tract 704.09; Henry County; Georgia,92788,3895,317,2634,211,3307,2384,78,196700,1642,1292,1189,103,3925,35.9,3925,2911,946,0,11,1292,1248,13,151,070409,Henry,8.14,3.27,92.03,96.59
Census Tract 704.10; Henry County; Georgia,76919,4456,469,2632,553,3097,2064,69,172600,-666666666,1404,1055,349,4456,35.1,4456,3486,770,139,109,1404,1227,13,151,070410,Henry,10.53,3.34,75.14,87.39
Census Tract 704.11; Henry County; Georgia,83044,6409,225,4023,616,5318,3172,158,247700,1350,2275,1640,635,6409,37.6,6409,2300,3926,135,249,2275,2205,13,151,070411,Henry,3.51,4.98,72.09,96.92
Census Tract 704.12; Henry County; Georgia,91109,5003,236,3270,673,3763,2741,23,239200,1241,1547,1160,387,5003,34.4,5003,2329,1951,43,770,1547,1353,13,151,070412,Henry,4.72,0.84,74.98,87.46
Census Tract 705.03; Henry County; Georgia,63040,5189,232,3295,474,3900,2387,112,199000,1277,1715,1160,555,5189,33.4,5189,2163,2236,233,802,1715,1589,13,151,070503,Henry,4.47,4.69,67.64,92.65
Census Tract 705.04; Henry County; Georgia,68009,1755,284,1122,130,1521,947,19,182500,1199,630,411,219,1755,41.5,1755,942,660,0,19,630,563,13,151,070504,Henry,16.18,2.01,65.24,89.37
Census Tract 705.05; Henry County; Georgia,76617,6531,729,3576,595,4710,2800,144,265300,1708,1789,1385,404,6531,30.0,6531,2600,3371,2,605,1789,1446,13,151,070505,Henry,11.16,5.14,77.42,80.83
Census Tract 705.06; Henry County; Georgia,73368,3633,206,2008,399,2470,1568,0,274500,1419,1081,388,693,3633,28.2,3633,1309,2216,0,599,1081,940,13,151,070506,Henry,5.67,0.0,35.89,86.96
Census Tract 705.07; Henry County; Georgia,79064,2367,509,1822,81,2056,1529,50,261100,-666666666,860,718,142,2367,41.8,2367,914,1423,0,175,860,808,13,151,070507,Henry,21.5,3.27,83.49,93.95
Census Tract 705.08; Henry County; Georgia,114989,5074,225,3112,679,3864,2393,270,322200,2125,1383,1311,72,5074,36.1,5074,1694,3116,0,240,1383,1370,13,151,070508,Henry,4.43,11.28,94.79,99.06
Census Tract 601.01; Rockdale County; Georgia,65069,4206,169,2511,386,3256,1881,134,166400,1372,1239,986,253,4206,39.8,4206,2302,1610,62,500,1239,1059,13,247,060101,Rockdale,4.02,7.12,79.58,85.47
Census Tract 601.03; Rockdale County; Georgia,77500,2215,149,1467,270,1849,935,17,318500,2357,752,662,90,2235,41.9,2235,1426,320,0,582,752,700,13,247,060103,Rockdale,6.73,1.82,88.03,93.09
Census Tract 601.04; Rockdale County; Georgia,75476,3029,345,1778,362,2292,1622,89,210500,1227,1038,690,348,3029,35.0,3029,1313,1607,0,112,1038,862,13,247,060104,Rockdale,11.39,5.49,66.47,83.04
Census Tract 602.01; Rockdale County; Georgia,53889,5105,1451,3721,380,4525,2712,206,188500,644,1342,731,611,5445,37.0,5445,1625,2000,31,2621,1342,1077,13,247,060201,Rockdale,28.42,7.6,54.47,80.25
Census Tract 602.03; Rockdale County; Georgia,66971,4919,1206,3006,482,3845,2311,111,199500,1556,1899,1217,682,4919,38.6,4919,1749,2723,0,351,1899,1739,13,247,060203,Rockdale,24.52,4.8,64.09,91.57
Census Tract 602.04; Rockdale County; Georgia,69811,4377,736,2956,602,3733,2326,253,238000,1430,1656,1317,339,4381,38.8,4381,1527,2480,29,329,1656,1532,13,247,060204,Rockdale,16.82,10.88,79.53,92.51
Census Tract 603.05; Rockdale County; Georgia,50156,5845,683,3973,572,4641,3154,297,169400,1311,2249,529,1720,6000,34.0,6000,1389,4211,142,647,2249,1924,13,247,060305,Rockdale,11.69,9.42,23.52,85.55
Census Tract 603.06; Rockdale County; Georgia,80625,3471,523,2642,683,2846,1898,72,195500,1641,1420,1250,170,3471,49.1,3471,591,2474,169,61,1420,1298,13,247,060306,Rockdale,15.07,3.79,88.03,91.41
Census Tract 603.10; Rockdale County; Georgia,55320,2220,219,1845,146,2020,1242,21,164400,986,1097,683,414,2223,49.6,2223,942,766,208,108,1097,852,13,247,060310,Rockdale,9.86,1.69,62.26,77.67
Census Tract 603.11; Rockdale County; Georgia,73010,4029,517,2780,891,3056,2055,124,259300,1336,1493,952,541,4029,40.6,4029,971,2934,16,108,1493,1292,13,247,060311,Rockdale,12.83,6.03,63.76,86.54
Census Tract 603.12; Rockdale County; Georgia,109156,3445,167,2489,606,2817,1661,134,312200,2059,1170,964,206,3445,46.6,3445,602,1965,366,99,1170,1051,13,247,060312,Rockdale,4.85,8.07,82.39,89.83
Census Tract 603.13; Rockdale County; Georgia,83510,4153,46,2978,501,3608,2257,96,272600,1587,1380,1008,372,4153,37.7,4153,933,2876,141,423,1380,1311,13,247,060313,Rockdale,1.11,4.25,73.04,95.0
Census Tract 603.14; Rockdale County; Georgia,59573,2282,207,1403,387,1943,1013,0,195900,1461,1014,392,622,2282,32.4,2282,313,1854,52,62,1014,958,13,247,060314,Rockdale,9.07,0.0,38.66,94.48
Census Tract 603.15; Rockdale County; Georgia,56578,3455,355,2384,504,2898,1681,185,222200,1255,1267,586,681,3582,36.5,3582,893,2324,0,365,1267,1106,13,247,060315,Rockdale,10.27,11.01,46.25,87.29
Census Tract 603.16; Rockdale County; Georgia,53451,5086,926,2949,506,3714,2157,242,171700,1203,1904,687,1217,5298,29.4,5298,1650,3362,0,774,1904,1553,13,247,060316,Rockdale,18.21,11.22,36.08,81.57
Census Tract 603.17; Rockdale County; Georgia,66696,3846,408,2482,274,3119,1996,219,134800,1100,1335,634,701,3846,32.3,3846,918,2841,75,281,1335,999,13,247,060317,Rockdale,10.61,10.97,47.49,74.83
Census Tract 603.18; Rockdale County; Georgia,52656,4171,582,2664,174,3055,2254,25,145600,1086,1764,712,1052,4171,35.6,4171,1757,2283,0,604,1764,1429,13,247,060318,Rockdale,13.95,1.11,40.36,81.01
Census Tract 604.03; Rockdale County; Georgia,78929,3593,251,2384,436,2825,1902,72,260900,1349,1168,1042,126,3608,44.1,3608,1372,2167,13,27,1168,1121,13,247,060403,Rockdale,6.99,3.79,89.21,95.98
Census Tract 604.06; Rockdale County; Georgia,92723,5731,433,4104,665,4458,2568,173,232000,1592,1915,1737,178,5731,42.7,5731,2272,2744,244,346,1915,1737,13,247,060406,Rockdale,7.56,6.74,90.7,90.7
Census Tract 604.07; Rockdale County; Georgia,76477,2885,125,1911,243,2190,1476,96,214000,1654,1051,822,229,2885,38.3,2885,1200,1511,11,16,1051,978,13,247,060407,Rockdale,4.33,6.5,78.21,93.05
